,Var1,Var2,bray,TreatmentGroup
771,AZ-6-RS_S306,AZ-2-RS_S302,0.532386499853911,Stool
772,AZ-7-RS_S307,AZ-2-RS_S302,0.593987161054828,Stool
773,AZ-8-RS_S308,AZ-2-RS_S302,0.610896839533881,Stool
774,AZ-9-RS_S309,AZ-2-RS_S302,0.537542700052697,Stool
787,AZ-24-RS_S304,AZ-23-RS_S303,0.620253259748057,Stool
788,AZ-25-RS_S305,AZ-23-RS_S303,0.582881854576345,Stool
789,AZ-6-RS_S306,AZ-23-RS_S303,0.561322453398726,Stool
790,AZ-7-RS_S307,AZ-23-RS_S303,0.58260605054837,Stool
791,AZ-8-RS_S308,AZ-23-RS_S303,0.595929886462486,Stool
792,AZ-9-RS_S309,AZ-23-RS_S303,0.545876647828699,Stool
806,AZ-25-RS_S305,AZ-24-RS_S304,0.609988528377628,Stool
807,AZ-6-RS_S306,AZ-24-RS_S304,0.61722724864011,Stool
808,AZ-7-RS_S307,AZ-24-RS_S304,0.587229315844219,Stool
809,AZ-8-RS_S308,AZ-24-RS_S304,0.620841953593582,Stool
810,AZ-9-RS_S309,AZ-24-RS_S304,0.555920715815,Stool
825,AZ-6-RS_S306,AZ-25-RS_S305,0.632750520029347,Stool
826,AZ-7-RS_S307,AZ-25-RS_S305,0.647712412124647,Stool
827,AZ-8-RS_S308,AZ-25-RS_S305,0.62287221556144,Stool
828,AZ-9-RS_S309,AZ-25-RS_S305,0.579001569484696,Stool
844,AZ-7-RS_S307,AZ-6-RS_S306,0.572397174164563,Stool
845,AZ-8-RS_S308,AZ-6-RS_S306,0.593966851934379,Stool
846,AZ-9-RS_S309,AZ-6-RS_S306,0.553391117698237,Stool
863,AZ-8-RS_S308,AZ-7-RS_S307,0.580234425984611,Stool
864,AZ-9-RS_S309,AZ-7-RS_S307,0.544873795756198,Stool
882,AZ-9-RS_S309,AZ-8-RS_S308,0.561585431625561,Stool
902,AZ-11-SAL_S311,AZ-10-SAL_S310,0.754189883831697,Saliva
903,AZ-12-SAL_S312,AZ-10-SAL_S310,0.78087051537344,Saliva
904,AZ-13-SAL_S313,AZ-10-SAL_S310,0.805700948872319,Saliva
905,AZ-14-SAL_S314,AZ-10-SAL_S310,0.795625388334598,Saliva
906,AZ-15-SAL_S315,AZ-10-SAL_S310,0.880760673842892,Saliva
907,AZ-16-SAL_S316,AZ-10-SAL_S310,0.816235144096258,Saliva
908,AZ-17-SAL_S317,AZ-10-SAL_S310,0.750435083840111,Saliva
909,AZ-18-SAL_S318,AZ-10-SAL_S310,0.815407206775582,Saliva
910,AZ-19-SAL_S319,AZ-10-SAL_S310,0.811975874249128,Saliva
911,AZ-2-SAL_S320,AZ-10-SAL_S310,0.827374375365973,Saliva
912,AZ-20-SAL_S321,AZ-10-SAL_S310,0.78922423071451,Saliva
913,AZ-21-SAL_S322,AZ-10-SAL_S310,0.833465064303416,Saliva
914,AZ-22-SAL_S323,AZ-10-SAL_S310,0.81840472606818,Saliva
915,AZ-23-SAL_S324,AZ-10-SAL_S310,0.78274705844732,Saliva
916,AZ-24-SAL_S325,AZ-10-SAL_S310,0.838547097465895,Saliva
917,AZ-25-SAL_S326,AZ-10-SAL_S310,0.77990794607657,Saliva
918,AZ-3-SAL_S327,AZ-10-SAL_S310,0.753906426685289,Saliva
919,AZ-4-SAL_S328,AZ-10-SAL_S310,0.829693453154398,Saliva
920,AZ-5-SAL_S329,AZ-10-SAL_S310,0.872630001686595,Saliva
921,AZ-6-SAL_S330,AZ-10-SAL_S310,0.797129320881551,Saliva
922,AZ-7-SAL_S331,AZ-10-SAL_S310,0.797083521061166,Saliva
923,AZ-8-SAL_S332,AZ-10-SAL_S310,0.814630350834629,Saliva
924,AZ-9-SAL_S333,AZ-10-SAL_S310,0.814686640892493,Saliva
927,AZ-12-SAL_S312,AZ-11-SAL_S311,0.733514563815469,Saliva
928,AZ-13-SAL_S313,AZ-11-SAL_S311,0.702822263365037,Saliva
929,AZ-14-SAL_S314,AZ-11-SAL_S311,0.71544528691309,Saliva
930,AZ-15-SAL_S315,AZ-11-SAL_S311,0.778874168711488,Saliva
931,AZ-16-SAL_S316,AZ-11-SAL_S311,0.686211211084932,Saliva
932,AZ-17-SAL_S317,AZ-11-SAL_S311,0.713483515341518,Saliva
933,AZ-18-SAL_S318,AZ-11-SAL_S311,0.798714727923491,Saliva
934,AZ-19-SAL_S319,AZ-11-SAL_S311,0.81905408132609,Saliva
935,AZ-2-SAL_S320,AZ-11-SAL_S311,0.837554495875322,Saliva
936,AZ-20-SAL_S321,AZ-11-SAL_S311,0.762245582008611,Saliva
937,AZ-21-SAL_S322,AZ-11-SAL_S311,0.728850277492547,Saliva
938,AZ-22-SAL_S323,AZ-11-SAL_S311,0.73434463511327,Saliva
939,AZ-23-SAL_S324,AZ-11-SAL_S311,0.740503856961429,Saliva
940,AZ-24-SAL_S325,AZ-11-SAL_S311,0.784538227402048,Saliva
941,AZ-25-SAL_S326,AZ-11-SAL_S311,0.713290410477406,Saliva
942,AZ-3-SAL_S327,AZ-11-SAL_S311,0.68102131397984,Saliva
943,AZ-4-SAL_S328,AZ-11-SAL_S311,0.840963404985645,Saliva
944,AZ-5-SAL_S329,AZ-11-SAL_S311,0.781750875437696,Saliva
945,AZ-6-SAL_S330,AZ-11-SAL_S311,0.751923884663887,Saliva
946,AZ-7-SAL_S331,AZ-11-SAL_S311,0.741814096744965,Saliva
947,AZ-8-SAL_S332,AZ-11-SAL_S311,0.811116439749634,Saliva
948,AZ-9-SAL_S333,AZ-11-SAL_S311,0.716718841157883,Saliva
952,AZ-13-SAL_S313,AZ-12-SAL_S312,0.767726882873477,Saliva
953,AZ-14-SAL_S314,AZ-12-SAL_S312,0.709274681426775,Saliva
954,AZ-15-SAL_S315,AZ-12-SAL_S312,0.793650369291487,Saliva
955,AZ-16-SAL_S316,AZ-12-SAL_S312,0.671093765777827,Saliva
956,AZ-17-SAL_S317,AZ-12-SAL_S312,0.7010841809487,Saliva
957,AZ-18-SAL_S318,AZ-12-SAL_S312,0.676895028843317,Saliva
958,AZ-19-SAL_S319,AZ-12-SAL_S312,0.809780520187434,Saliva
959,AZ-2-SAL_S320,AZ-12-SAL_S312,0.821408351076039,Saliva
960,AZ-20-SAL_S321,AZ-12-SAL_S312,0.795767982205442,Saliva
961,AZ-21-SAL_S322,AZ-12-SAL_S312,0.718678648256503,Saliva
962,AZ-22-SAL_S323,AZ-12-SAL_S312,0.758023710658689,Saliva
963,AZ-23-SAL_S324,AZ-12-SAL_S312,0.709289299091475,Saliva
964,AZ-24-SAL_S325,AZ-12-SAL_S312,0.785519231590466,Saliva
965,AZ-25-SAL_S326,AZ-12-SAL_S312,0.625703790353304,Saliva
966,AZ-3-SAL_S327,AZ-12-SAL_S312,0.697610451079631,Saliva
967,AZ-4-SAL_S328,AZ-12-SAL_S312,0.730913245932767,Saliva
968,AZ-5-SAL_S329,AZ-12-SAL_S312,0.735816256973929,Saliva
969,AZ-6-SAL_S330,AZ-12-SAL_S312,0.716768763958273,Saliva
970,AZ-7-SAL_S331,AZ-12-SAL_S312,0.776491761004712,Saliva
971,AZ-8-SAL_S332,AZ-12-SAL_S312,0.838281499751285,Saliva
972,AZ-9-SAL_S333,AZ-12-SAL_S312,0.657255723929836,Saliva
977,AZ-14-SAL_S314,AZ-13-SAL_S313,0.770441069775836,Saliva
978,AZ-15-SAL_S315,AZ-13-SAL_S313,0.74383238686014,Saliva
979,AZ-16-SAL_S316,AZ-13-SAL_S313,0.765176939999506,Saliva
980,AZ-17-SAL_S317,AZ-13-SAL_S313,0.774488404220068,Saliva
981,AZ-18-SAL_S318,AZ-13-SAL_S313,0.849275053057523,Saliva
982,AZ-19-SAL_S319,AZ-13-SAL_S313,0.823669831478397,Saliva
983,AZ-2-SAL_S320,AZ-13-SAL_S313,0.86666234342986,Saliva
984,AZ-20-SAL_S321,AZ-13-SAL_S313,0.79765149346687,Saliva
985,AZ-21-SAL_S322,AZ-13-SAL_S313,0.750997451528997,Saliva
986,AZ-22-SAL_S323,AZ-13-SAL_S313,0.743355769090667,Saliva
987,AZ-23-SAL_S324,AZ-13-SAL_S313,0.76143243437383,Saliva
988,AZ-24-SAL_S325,AZ-13-SAL_S313,0.775073804868166,Saliva
989,AZ-25-SAL_S326,AZ-13-SAL_S313,0.760975288130615,Saliva
990,AZ-3-SAL_S327,AZ-13-SAL_S313,0.734892818641038,Saliva
991,AZ-4-SAL_S328,AZ-13-SAL_S313,0.835961063888593,Saliva
992,AZ-5-SAL_S329,AZ-13-SAL_S313,0.829754640858813,Saliva
993,AZ-6-SAL_S330,AZ-13-SAL_S313,0.788659951362277,Saliva
994,AZ-7-SAL_S331,AZ-13-SAL_S313,0.772440474077287,Saliva
995,AZ-8-SAL_S332,AZ-13-SAL_S313,0.825413245444908,Saliva
996,AZ-9-SAL_S333,AZ-13-SAL_S313,0.715993667937386,Saliva
1002,AZ-15-SAL_S315,AZ-14-SAL_S314,0.756595053584289,Saliva
1003,AZ-16-SAL_S316,AZ-14-SAL_S314,0.763206186923092,Saliva
1004,AZ-17-SAL_S317,AZ-14-SAL_S314,0.770089251340962,Saliva
1005,AZ-18-SAL_S318,AZ-14-SAL_S314,0.742315157109938,Saliva
1006,AZ-19-SAL_S319,AZ-14-SAL_S314,0.796116005068903,Saliva
1007,AZ-2-SAL_S320,AZ-14-SAL_S314,0.864312931719748,Saliva
1008,AZ-20-SAL_S321,AZ-14-SAL_S314,0.79943090001727,Saliva
1009,AZ-21-SAL_S322,AZ-14-SAL_S314,0.735395818990768,Saliva
1010,AZ-22-SAL_S323,AZ-14-SAL_S314,0.767090596381788,Saliva
1011,AZ-23-SAL_S324,AZ-14-SAL_S314,0.727242516744166,Saliva
1012,AZ-24-SAL_S325,AZ-14-SAL_S314,0.75112767381433,Saliva
1013,AZ-25-SAL_S326,AZ-14-SAL_S314,0.709877835548198,Saliva
1014,AZ-3-SAL_S327,AZ-14-SAL_S314,0.71242532370285,Saliva
1015,AZ-4-SAL_S328,AZ-14-SAL_S314,0.798660251003197,Saliva
1016,AZ-5-SAL_S329,AZ-14-SAL_S314,0.827220330851613,Saliva
1017,AZ-6-SAL_S330,AZ-14-SAL_S314,0.701307765455165,Saliva
1018,AZ-7-SAL_S331,AZ-14-SAL_S314,0.815092187908573,Saliva
1019,AZ-8-SAL_S332,AZ-14-SAL_S314,0.793429465631693,Saliva
1020,AZ-9-SAL_S333,AZ-14-SAL_S314,0.720230862667145,Saliva
1027,AZ-16-SAL_S316,AZ-15-SAL_S315,0.763263519734636,Saliva
1028,AZ-17-SAL_S317,AZ-15-SAL_S315,0.776376485645607,Saliva
1029,AZ-18-SAL_S318,AZ-15-SAL_S315,0.87515258659387,Saliva
1030,AZ-19-SAL_S319,AZ-15-SAL_S315,0.87618082508868,Saliva
1031,AZ-2-SAL_S320,AZ-15-SAL_S315,0.888071508555232,Saliva
1032,AZ-20-SAL_S321,AZ-15-SAL_S315,0.834375257033736,Saliva
1033,AZ-21-SAL_S322,AZ-15-SAL_S315,0.748532755498846,Saliva
1034,AZ-22-SAL_S323,AZ-15-SAL_S315,0.730925826523171,Saliva
1035,AZ-23-SAL_S324,AZ-15-SAL_S315,0.764330430670812,Saliva
1036,AZ-24-SAL_S325,AZ-15-SAL_S315,0.776546340064609,Saliva
1037,AZ-25-SAL_S326,AZ-15-SAL_S315,0.787675807082172,Saliva
1038,AZ-3-SAL_S327,AZ-15-SAL_S315,0.792932444650365,Saliva
1039,AZ-4-SAL_S328,AZ-15-SAL_S315,0.877659473801257,Saliva
1040,AZ-5-SAL_S329,AZ-15-SAL_S315,0.848258439405163,Saliva
1041,AZ-6-SAL_S330,AZ-15-SAL_S315,0.811166148604683,Saliva
1042,AZ-7-SAL_S331,AZ-15-SAL_S315,0.817389592015385,Saliva
1043,AZ-8-SAL_S332,AZ-15-SAL_S315,0.787227385855417,Saliva
1044,AZ-9-SAL_S333,AZ-15-SAL_S315,0.751024780438817,Saliva
1052,AZ-17-SAL_S317,AZ-16-SAL_S316,0.751068780285756,Saliva
1053,AZ-18-SAL_S318,AZ-16-SAL_S316,0.792648779833559,Saliva
1054,AZ-19-SAL_S319,AZ-16-SAL_S316,0.833810803927607,Saliva
1055,AZ-2-SAL_S320,AZ-16-SAL_S316,0.779373811562836,Saliva
1056,AZ-20-SAL_S321,AZ-16-SAL_S316,0.808350641354828,Saliva
1057,AZ-21-SAL_S322,AZ-16-SAL_S316,0.773415584012772,Saliva
1058,AZ-22-SAL_S323,AZ-16-SAL_S316,0.745939540584117,Saliva
1059,AZ-23-SAL_S324,AZ-16-SAL_S316,0.718075981515856,Saliva
1060,AZ-24-SAL_S325,AZ-16-SAL_S316,0.80650153316605,Saliva
1061,AZ-25-SAL_S326,AZ-16-SAL_S316,0.706693408872908,Saliva
1062,AZ-3-SAL_S327,AZ-16-SAL_S316,0.739093894584858,Saliva
1063,AZ-4-SAL_S328,AZ-16-SAL_S316,0.818265938937162,Saliva
1064,AZ-5-SAL_S329,AZ-16-SAL_S316,0.813888915198126,Saliva
1065,AZ-6-SAL_S330,AZ-16-SAL_S316,0.765694021959064,Saliva
1066,AZ-7-SAL_S331,AZ-16-SAL_S316,0.775704074938425,Saliva
1067,AZ-8-SAL_S332,AZ-16-SAL_S316,0.822749930865766,Saliva
1068,AZ-9-SAL_S333,AZ-16-SAL_S316,0.705437572435246,Saliva
1077,AZ-18-SAL_S318,AZ-17-SAL_S317,0.802508577482147,Saliva
1078,AZ-19-SAL_S319,AZ-17-SAL_S317,0.833364627420033,Saliva
1079,AZ-2-SAL_S320,AZ-17-SAL_S317,0.839517524856806,Saliva
1080,AZ-20-SAL_S321,AZ-17-SAL_S317,0.760495675490191,Saliva
1081,AZ-21-SAL_S322,AZ-17-SAL_S317,0.765101707439037,Saliva
1082,AZ-22-SAL_S323,AZ-17-SAL_S317,0.742263040926116,Saliva
1083,AZ-23-SAL_S324,AZ-17-SAL_S317,0.750381642196488,Saliva
1084,AZ-24-SAL_S325,AZ-17-SAL_S317,0.834468051018013,Saliva
1085,AZ-25-SAL_S326,AZ-17-SAL_S317,0.728498679548312,Saliva
1086,AZ-3-SAL_S327,AZ-17-SAL_S317,0.706399389099853,Saliva
1087,AZ-4-SAL_S328,AZ-17-SAL_S317,0.802924331411621,Saliva
1088,AZ-5-SAL_S329,AZ-17-SAL_S317,0.84642191077209,Saliva
1089,AZ-6-SAL_S330,AZ-17-SAL_S317,0.759658685774409,Saliva
1090,AZ-7-SAL_S331,AZ-17-SAL_S317,0.802258796078747,Saliva
1091,AZ-8-SAL_S332,AZ-17-SAL_S317,0.803688107492037,Saliva
1092,AZ-9-SAL_S333,AZ-17-SAL_S317,0.733119475262532,Saliva
1102,AZ-19-SAL_S319,AZ-18-SAL_S318,0.796552492535004,Saliva
1103,AZ-2-SAL_S320,AZ-18-SAL_S318,0.836832088242889,Saliva
1104,AZ-20-SAL_S321,AZ-18-SAL_S318,0.851507445747681,Saliva
1105,AZ-21-SAL_S322,AZ-18-SAL_S318,0.778175106481129,Saliva
1106,AZ-22-SAL_S323,AZ-18-SAL_S318,0.847994864688143,Saliva
1107,AZ-23-SAL_S324,AZ-18-SAL_S318,0.774202946958173,Saliva
1108,AZ-24-SAL_S325,AZ-18-SAL_S318,0.794331740208002,Saliva
1109,AZ-25-SAL_S326,AZ-18-SAL_S318,0.733466028668127,Saliva
1110,AZ-3-SAL_S327,AZ-18-SAL_S318,0.74006486466144,Saliva
1111,AZ-4-SAL_S328,AZ-18-SAL_S318,0.742014311743723,Saliva
1112,AZ-5-SAL_S329,AZ-18-SAL_S318,0.835243883509063,Saliva
1113,AZ-6-SAL_S330,AZ-18-SAL_S318,0.740518992593379,Saliva
1114,AZ-7-SAL_S331,AZ-18-SAL_S318,0.836473168582868,Saliva
1115,AZ-8-SAL_S332,AZ-18-SAL_S318,0.824919256698525,Saliva
1116,AZ-9-SAL_S333,AZ-18-SAL_S318,0.75792706197787,Saliva
1127,AZ-2-SAL_S320,AZ-19-SAL_S319,0.864351175248971,Saliva
1128,AZ-20-SAL_S321,AZ-19-SAL_S319,0.814984113076207,Saliva
1129,AZ-21-SAL_S322,AZ-19-SAL_S319,0.821397608751207,Saliva
1130,AZ-22-SAL_S323,AZ-19-SAL_S319,0.850705192562895,Saliva
1131,AZ-23-SAL_S324,AZ-19-SAL_S319,0.805385572114241,Saliva
1132,AZ-24-SAL_S325,AZ-19-SAL_S319,0.804625981084489,Saliva
1133,AZ-25-SAL_S326,AZ-19-SAL_S319,0.871866001846419,Saliva
1134,AZ-3-SAL_S327,AZ-19-SAL_S319,0.791820693791346,Saliva
1135,AZ-4-SAL_S328,AZ-19-SAL_S319,0.84502288880612,Saliva
1136,AZ-5-SAL_S329,AZ-19-SAL_S319,0.848426908842316,Saliva
1137,AZ-6-SAL_S330,AZ-19-SAL_S319,0.787808263507659,Saliva
1138,AZ-7-SAL_S331,AZ-19-SAL_S319,0.867595132843693,Saliva
1139,AZ-8-SAL_S332,AZ-19-SAL_S319,0.817169518461698,Saliva
1140,AZ-9-SAL_S333,AZ-19-SAL_S319,0.807153299969207,Saliva
1152,AZ-20-SAL_S321,AZ-2-SAL_S320,0.818105740370805,Saliva
1153,AZ-21-SAL_S322,AZ-2-SAL_S320,0.858475202770504,Saliva
1154,AZ-22-SAL_S323,AZ-2-SAL_S320,0.866403221323979,Saliva
1155,AZ-23-SAL_S324,AZ-2-SAL_S320,0.823803110343004,Saliva
1156,AZ-24-SAL_S325,AZ-2-SAL_S320,0.899602090814553,Saliva
1157,AZ-25-SAL_S326,AZ-2-SAL_S320,0.81875341439213,Saliva
1158,AZ-3-SAL_S327,AZ-2-SAL_S320,0.823164047428522,Saliva
1159,AZ-4-SAL_S328,AZ-2-SAL_S320,0.852983967124722,Saliva
1160,AZ-5-SAL_S329,AZ-2-SAL_S320,0.884050146518168,Saliva
1161,AZ-6-SAL_S330,AZ-2-SAL_S320,0.82504715568359,Saliva
1162,AZ-7-SAL_S331,AZ-2-SAL_S320,0.824866752758268,Saliva
1163,AZ-8-SAL_S332,AZ-2-SAL_S320,0.86642596304815,Saliva
1164,AZ-9-SAL_S333,AZ-2-SAL_S320,0.787766979533579,Saliva
1177,AZ-21-SAL_S322,AZ-20-SAL_S321,0.835190048629265,Saliva
1178,AZ-22-SAL_S323,AZ-20-SAL_S321,0.776883972454864,Saliva
1179,AZ-23-SAL_S324,AZ-20-SAL_S321,0.793081842089726,Saliva
1180,AZ-24-SAL_S325,AZ-20-SAL_S321,0.840928063916983,Saliva
1181,AZ-25-SAL_S326,AZ-20-SAL_S321,0.864367344403955,Saliva
1182,AZ-3-SAL_S327,AZ-20-SAL_S321,0.752034876896076,Saliva
1183,AZ-4-SAL_S328,AZ-20-SAL_S321,0.851013939522988,Saliva
1184,AZ-5-SAL_S329,AZ-20-SAL_S321,0.883932424683086,Saliva
1185,AZ-6-SAL_S330,AZ-20-SAL_S321,0.777533790125316,Saliva
1186,AZ-7-SAL_S331,AZ-20-SAL_S321,0.838390500172026,Saliva
1187,AZ-8-SAL_S332,AZ-20-SAL_S321,0.838655703892834,Saliva
1188,AZ-9-SAL_S333,AZ-20-SAL_S321,0.808009460288087,Saliva
1202,AZ-22-SAL_S323,AZ-21-SAL_S322,0.743869949362178,Saliva
1203,AZ-23-SAL_S324,AZ-21-SAL_S322,0.734334603044412,Saliva
1204,AZ-24-SAL_S325,AZ-21-SAL_S322,0.753130301090822,Saliva
1205,AZ-25-SAL_S326,AZ-21-SAL_S322,0.72699893866445,Saliva
1206,AZ-3-SAL_S327,AZ-21-SAL_S322,0.745467838675934,Saliva
1207,AZ-4-SAL_S328,AZ-21-SAL_S322,0.784550998512471,Saliva
1208,AZ-5-SAL_S329,AZ-21-SAL_S322,0.80326289370988,Saliva
1209,AZ-6-SAL_S330,AZ-21-SAL_S322,0.724080434883504,Saliva
1210,AZ-7-SAL_S331,AZ-21-SAL_S322,0.799391837646368,Saliva
1211,AZ-8-SAL_S332,AZ-21-SAL_S322,0.804569757673041,Saliva
1212,AZ-9-SAL_S333,AZ-21-SAL_S322,0.715386926520258,Saliva
1227,AZ-23-SAL_S324,AZ-22-SAL_S323,0.783540254828341,Saliva
1228,AZ-24-SAL_S325,AZ-22-SAL_S323,0.782787876831004,Saliva
1229,AZ-25-SAL_S326,AZ-22-SAL_S323,0.758894001152599,Saliva
1230,AZ-3-SAL_S327,AZ-22-SAL_S323,0.733224728894121,Saliva
1231,AZ-4-SAL_S328,AZ-22-SAL_S323,0.819893604890111,Saliva
1232,AZ-5-SAL_S329,AZ-22-SAL_S323,0.81807999772238,Saliva
1233,AZ-6-SAL_S330,AZ-22-SAL_S323,0.749937471106032,Saliva
1234,AZ-7-SAL_S331,AZ-22-SAL_S323,0.803295803216514,Saliva
1235,AZ-8-SAL_S332,AZ-22-SAL_S323,0.766595271402044,Saliva
1236,AZ-9-SAL_S333,AZ-22-SAL_S323,0.757219220379577,Saliva
1252,AZ-24-SAL_S325,AZ-23-SAL_S324,0.76218005265106,Saliva
1253,AZ-25-SAL_S326,AZ-23-SAL_S324,0.711810897325967,Saliva
1254,AZ-3-SAL_S327,AZ-23-SAL_S324,0.71495702661397,Saliva
1255,AZ-4-SAL_S328,AZ-23-SAL_S324,0.817828163685161,Saliva
1256,AZ-5-SAL_S329,AZ-23-SAL_S324,0.83164377775771,Saliva
1257,AZ-6-SAL_S330,AZ-23-SAL_S324,0.749653759100653,Saliva
1258,AZ-7-SAL_S331,AZ-23-SAL_S324,0.79939148465455,Saliva
1259,AZ-8-SAL_S332,AZ-23-SAL_S324,0.79843164130397,Saliva
1260,AZ-9-SAL_S333,AZ-23-SAL_S324,0.729814116974927,Saliva
1277,AZ-25-SAL_S326,AZ-24-SAL_S325,0.740666620100465,Saliva
1278,AZ-3-SAL_S327,AZ-24-SAL_S325,0.74330678048489,Saliva
1279,AZ-4-SAL_S328,AZ-24-SAL_S325,0.801056042489315,Saliva
1280,AZ-5-SAL_S329,AZ-24-SAL_S325,0.769232054432386,Saliva
1281,AZ-6-SAL_S330,AZ-24-SAL_S325,0.760698059840777,Saliva
1282,AZ-7-SAL_S331,AZ-24-SAL_S325,0.802566154226915,Saliva
1283,AZ-8-SAL_S332,AZ-24-SAL_S325,0.780172159452495,Saliva
1284,AZ-9-SAL_S333,AZ-24-SAL_S325,0.767398039298302,Saliva
1302,AZ-3-SAL_S327,AZ-25-SAL_S326,0.710276297670568,Saliva
1303,AZ-4-SAL_S328,AZ-25-SAL_S326,0.783527569892045,Saliva
1304,AZ-5-SAL_S329,AZ-25-SAL_S326,0.771465106478223,Saliva
1305,AZ-6-SAL_S330,AZ-25-SAL_S326,0.745512386366625,Saliva
1306,AZ-7-SAL_S331,AZ-25-SAL_S326,0.777829884625851,Saliva
1307,AZ-8-SAL_S332,AZ-25-SAL_S326,0.828055558197897,Saliva
1308,AZ-9-SAL_S333,AZ-25-SAL_S326,0.683441710625558,Saliva
1327,AZ-4-SAL_S328,AZ-3-SAL_S327,0.826855323472203,Saliva
1328,AZ-5-SAL_S329,AZ-3-SAL_S327,0.799766729326009,Saliva
1329,AZ-6-SAL_S330,AZ-3-SAL_S327,0.706180127469846,Saliva
1330,AZ-7-SAL_S331,AZ-3-SAL_S327,0.763328156760872,Saliva
1331,AZ-8-SAL_S332,AZ-3-SAL_S327,0.785539114766878,Saliva
1332,AZ-9-SAL_S333,AZ-3-SAL_S327,0.724929922404604,Saliva
1352,AZ-5-SAL_S329,AZ-4-SAL_S328,0.830121924535277,Saliva
1353,AZ-6-SAL_S330,AZ-4-SAL_S328,0.816011575923009,Saliva
1354,AZ-7-SAL_S331,AZ-4-SAL_S328,0.831371044851407,Saliva
1355,AZ-8-SAL_S332,AZ-4-SAL_S328,0.835321028787673,Saliva
1356,AZ-9-SAL_S333,AZ-4-SAL_S328,0.772769879024895,Saliva
1377,AZ-6-SAL_S330,AZ-5-SAL_S329,0.799119191130145,Saliva
1378,AZ-7-SAL_S331,AZ-5-SAL_S329,0.711764069056438,Saliva
1379,AZ-8-SAL_S332,AZ-5-SAL_S329,0.857904323752737,Saliva
1380,AZ-9-SAL_S333,AZ-5-SAL_S329,0.786239362263767,Saliva
1402,AZ-7-SAL_S331,AZ-6-SAL_S330,0.81076455305266,Saliva
1403,AZ-8-SAL_S332,AZ-6-SAL_S330,0.778472384856784,Saliva
1404,AZ-9-SAL_S333,AZ-6-SAL_S330,0.756753287243763,Saliva
1427,AZ-8-SAL_S332,AZ-7-SAL_S331,0.833613963694357,Saliva
1428,AZ-9-SAL_S333,AZ-7-SAL_S331,0.774563099565302,Saliva
1452,AZ-9-SAL_S333,AZ-8-SAL_S332,0.812830020026297,Saliva
1,AZ-10_S135,AZ-10-RS_S292,0.985466908827239,Plaque.VS.Stool
2100,AZ-11_S136,AZ-10-RS_S292,0.99375241941054,Plaque.VS.Stool
3100,AZ-12_S137,AZ-10-RS_S292,0.97972825901933,Plaque.VS.Stool
4100,AZ-13_S138,AZ-10-RS_S292,0.993015052847852,Plaque.VS.Stool
5100,AZ-14_S139,AZ-10-RS_S292,0.992884665949392,Plaque.VS.Stool
6100,Az-15_S140,AZ-10-RS_S292,0.99393047557768,Plaque.VS.Stool
7100,AZ-16_S141,AZ-10-RS_S292,0.981414401301333,Plaque.VS.Stool
8100,AZ-17_S142,AZ-10-RS_S292,0.989588736303327,Plaque.VS.Stool
9100,AZ-18_S143,AZ-10-RS_S292,0.976200556799761,Plaque.VS.Stool
10100,AZ-19_S144,AZ-10-RS_S292,0.995902505168575,Plaque.VS.Stool
11100,AZ-2_S145,AZ-10-RS_S292,0.982457680721799,Plaque.VS.Stool
12100,AZ-20_S146,AZ-10-RS_S292,0.990751052687944,Plaque.VS.Stool
13100,AZ-21_S147,AZ-10-RS_S292,0.992059601630757,Plaque.VS.Stool
1441,AZ-22_S148,AZ-10-RS_S292,0.989910740193354,Plaque.VS.Stool
1510,AZ-23_S149,AZ-10-RS_S292,0.987649898977837,Plaque.VS.Stool
1610,AZ-24_S150,AZ-10-RS_S292,0.994426856290272,Plaque.VS.Stool
1710,AZ-25_S151,AZ-10-RS_S292,0.978121948555843,Plaque.VS.Stool
1810,AZ-3_S152,AZ-10-RS_S292,0.991346419043656,Plaque.VS.Stool
1910,AZ-4_S153,AZ-10-RS_S292,0.983596744258426,Plaque.VS.Stool
2010,AZ-5_S154,AZ-10-RS_S292,0.987957340088965,Plaque.VS.Stool
2110,AZ-6_S155,AZ-10-RS_S292,0.991662470048654,Plaque.VS.Stool
2210,AZ-7_S156,AZ-10-RS_S292,0.990068224845561,Plaque.VS.Stool
2310,AZ-9_S157,AZ-10-RS_S292,0.981110469664827,Plaque.VS.Stool
2410,ML-8_S158,AZ-10-RS_S292,0.994238732802372,Plaque.VS.Stool
25,AZ-10_S135,AZ-11-RS_S293,0.974117578443526,Plaque.VS.Stool
26,AZ-11_S136,AZ-11-RS_S293,0.98165818456114,Plaque.VS.Stool
2710,AZ-12_S137,AZ-11-RS_S293,0.973082337260841,Plaque.VS.Stool
2810,AZ-13_S138,AZ-11-RS_S293,0.981723001784145,Plaque.VS.Stool
2910,AZ-14_S139,AZ-11-RS_S293,0.978318586933461,Plaque.VS.Stool
3010,Az-15_S140,AZ-11-RS_S293,0.98784995233997,Plaque.VS.Stool
3110,AZ-16_S141,AZ-11-RS_S293,0.969314473459437,Plaque.VS.Stool
3210,AZ-17_S142,AZ-11-RS_S293,0.977585595855608,Plaque.VS.Stool
3310,AZ-18_S143,AZ-11-RS_S293,0.957094284784362,Plaque.VS.Stool
3410,AZ-19_S144,AZ-11-RS_S293,0.989193469896708,Plaque.VS.Stool
